Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments
S11787,English,66,100%,Throw mouth myself drug beyond computer right.
S10908,Geography,45,80%,Cost detail cell drop shake democratic.
S09443,History,41,100%,Style bank food significant sit compare land cover major give campaign almost you.
S06041,Arabic,94,80%,Professor reveal kid all at detail.
S09258,History,85,-5,History week similar billion Republican step whose establish.
S05646,Science,107,-5,Assume total during still forward report day author car pay whole.
S10174,English,88,95,Middle husband man nearly purpose policy house skill who view.
S10489,English,85,80%,Feeling affect television television would check section new continue since push.
S08095,Science,77,-5,Statement today tree whole though study over nor.
S10176,History,105,90,Professional material air girl property cup audience set very magazine.
S02625,History,80,-5,Kind day save less old next most situation.
S07599,History,50,-5,Live size item class onto lawyer newspaper little growth.
S04083,Math,42,90,Management government door old a right month think evidence appear writer.
S04420,Math,65,95,Star often think yard organization service record wait wrong unit building consumer.
S07673,Geography,69,95,Address use media bit run example capital cup.
S01699,Geography,46,90,Study season develop audience partner man vote.
S09971,History,95,80%,Point cell mother recent factor almost feeling space remain.
S01654,English,74,95,Animal some technology other whether itself report worry.
S12142,Geography,75,80%,Minute provide discover laugh myself see investment least.
S01174,Arabic,110,100%,She job remain successful whom phone miss watch middle.
S02570,Arabic,86,95,End candidate fight consider firm building professor reach thank prevent health according ok.
S10871,History,62,80%,  
S09149,Science,110,95,Live PM practice society join inside create however friend.
S10385,Science,88,100%,Beautiful these future perhaps thing such may strong cultural law interest beautiful.
S06067,Geography,103,100%,Huge threat get page imagine phone enter start authority control.
S00166,Geography,45,95,Camera see sound care treat season so small.
S08079,English,57,-5,Artist computer customer total find lose east area big entire chair language.
S03531,Math,46,95,Happen recognize everybody born why reason little think beautiful west.
S07156,Geography,44,90,  
S05943,Arabic,46,80%,Animal ever effect information agree week tough rock trip school.
S08219,Science,102,95,City fire blood continue American piece yeah.
S01804,English,96,95,Any thus teacher board throughout bill certain long pick.
S08820,Science,81,-5,Store discuss newspaper value name create believe later.
S09894,Geography,53,100%,Whether tree sing hour everyone relationship series star party television.
S11708,Math,81,90,Heavy clearly your fight memory country.
S01896,Geography,48,95,Record public past alone second yard service remain.
S11474,History,109,90,Laugh tend boy weight approach or operation different fly system.
S07468,Geography,61,95,Seven reality number month southern focus similar land white plan.
S08181,Arabic,83,100%,Final room big although after remember policy floor move audience enough.
S07183,Geography,106,80%,  
S11467,Arabic,82,100%,Yard toward let offer well Republican research off anyone Republican student important.
S07706,Science,103,90,Certainly not rock member whether subject hour list.
S08014,English,69,90,Simply trouble stay that blood girl past live career side.
S08834,English,106,100%,Politics soldier current investment easy show already receive kitchen maintain would society.
S00340,Geography,58,80%,First spring old court claim tell himself.
S03411,Arabic,82,90,Avoid situation without paper member fact say daughter simple commercial check build drive.
S10876,Science,58,-5,Each rate do go hair small.
S00709,Science,75,80%,  
S04576,Science,94,90,  
S10824,Arabic,72,-5,Dinner seek hundred after choose picture under in education company.
S07621,English,74,90,Approach door lawyer expert maybe PM risk whether relate stage evening material should.
S10317,History,80,80%,Will feeling decision pass and pull join.
S10852,English,109,100%,Space scene pick leg watch board no rate even those issue Republican.
S07300,Arabic,104,80%,Share attorney weight plant allow clear assume off.
S01325,Science,96,100%,Unit close act describe factor mention.
S06678,History,43,100%,Million item piece hear can history rich clearly edge already meet bank camera.
S02910,Math,68,-5,Movement yourself around animal newspaper begin age parent spend.
S00134,Math,53,-5,Tv put seem do away point off officer enter standard nearly book.
S00259,English,48,-5,Other customer weight country quickly along best foreign sure lose.
S09407,Science,53,90,Run former thus alone not center reflect child push certain spend bill.
S07201,Science,45,80%,Budget oil Republican serious still down decision close individual near.
S00544,Science,56,100%,Present provide no camera son allow pull middle news.
S07738,Math,46,80%,Really decide set sit perhaps them lead east world purpose.
S03802,Math,109,-5,Down affect maybe media minute hot describe site room management growth believe.
S01460,Science,46,90,Require my treat behind pressure game human west anyone through street.
S07797,Science,52,90,Population statement national couple or through buy she plan most many office.
S10972,History,109,95,Case defense camera concern floor large mouth sound choose similar purpose one.
S01220,English,88,95,Around possible girl statement may subject doctor charge get meet skin.
S08725,History,50,-5,Chance ability off newspaper where interest land take central woman look must whom.
S06814,History,61,100%,Admit rest able baby everyone direction blood capital star thank democratic thank group.
S10980,English,97,90,Either employee mind rate street plan.
S07207,History,56,80%,Past beyond song cover owner raise.
S08543,Geography,91,100%,Maintain subject other do protect their.
S02245,Science,95,95,Someone general responsibility amount time specific tend section really remember.
S00723,Math,80,95,Be material level want trade suggest by.
S11611,Science,97,-5,Fund security manage politics help sport several paper true yes.
S05306,English,49,100%,Alone ground build walk leave pass respond record American source involve boy speech.
S04186,English,83,-5,  
S00047,Math,88,-5,Development he may else music win above cultural hand night hot situation main.
S04302,Math,93,90,Sense senior without section live risk.
S10040,Arabic,108,80%,North factor series market five positive wear.
S04112,English,106,95,Again coach evening security agreement kid inside Congress should total.
S11162,Science,93,90,Third customer care serious plan certain role result yet show use science.
S05954,History,76,90,Campaign behavior great area structure finally support matter industry former.
S10807,Science,66,90,Bed return number reveal value claim apply tonight society include hot.
S01961,English,58,95,Yourself up away standard record him exist school Mrs safe imagine.
S03783,Science,50,90,View tell already position board party near figure discussion news doctor its hour.
S09156,English,91,90,Continue drug factor add she against production.
S11382,Arabic,82,80%,Need capital today state Democrat level other answer language science system participant prove low.
S01359,Arabic,54,95,Individual billion learn power oil majority moment Congress.
S11885,Geography,43,100%,  
S07017,Arabic,82,100%,Prevent day available argue power among central enter style.
S07877,Geography,72,90,Final glass guess shake many hour fly management former mind.
S05427,Science,97,-5,Fast sister time material board voice break green guy purpose respond sea.
S06302,History,78,-5,Trip five might power develop standard left somebody.
S10484,English,92,95,American risk put walk detail senior.
S04622,Math,110,90,Never idea investment history friend seem difference ball only investment.
S11174,Geography,81,95,Head hundred offer kid listen fly spend another surface part long tough consumer.
S02289,Arabic,103,80%,Staff than age especially less step space traditional material goal paper.
S04035,History,46,-5,  
S00813,English,95,90,Black others anything character recent score hold.
S04124,Arabic,66,90,West threat treatment administration guy fire western magazine east fund marriage sense authority.
S06050,Geography,58,80%,Report result lose information mother establish up tax weight somebody which throw road.
S07359,History,54,100%,Unit avoid now alone eye off attorney all.
S11141,English,69,95,Office challenge order sort environment model market remain might fast.
S04040,Science,76,-5,Mind reason concern necessary specific study sister particularly training read someone body fall.
S06330,Arabic,59,100%,  
S02510,Geography,64,80%,Condition consider summer thought top scientist performance recognize sound field movement.
S02771,English,75,95,  
S06484,History,80,90,Ask soldier serve fall act now last decide well risk.
S08355,English,45,90,Good various beautiful blood explain over section power show.
S03874,English,66,90,Let experience pick off bank up start him growth speech always some.
S08276,History,62,-5,Nation travel value before build rich shake investment change nothing study past despite.
S09163,English,90,80%,  
S05078,Math,82,80%,Treat question likely million detail begin writer draw institution use citizen would.
S11685,Arabic,93,100%,Blood dog when name draw key will coach.
S06888,Arabic,49,95,Top property team beat drive sell natural increase.
S04535,History,95,95,Describe work need somebody far sign stop recently continue strong or.
S11570,Arabic,102,90,Finish agent foot institution hear president argue.
S02341,Science,55,100%,Behind such station pattern call lot job physical use likely rate else partner.
S05973,History,104,-5,Them chair either force small low read wife loss how story sing deal.
S04999,Math,42,100%,Join could remember away focus than method machine national art.
S06380,Arabic,78,95,Toward after network admit board society life human fight.
S00766,History,73,80%,Even way about office production war interest top response start manage table.
S05895,Geography,58,80%,Her offer central care gun team southern yourself carry floor.
S03321,Science,109,95,Identify ability investment protect lead great character kitchen less bar.
S11444,Science,59,-5,Language certainly three oil money agent turn side most painting general.
S05216,Arabic,46,100%,Night run key manage simple leader glass example thing represent although social event.
S11385,Science,49,-5,  
S07434,History,92,100%,Find act than all billion third writer yet cost hand federal with film.
S00965,Science,95,80%,Modern green onto field democratic what push quality even tax guess.
S00528,Arabic,106,100%,Agent kind whole option over around trial important big Mrs American.
S00547,Arabic,63,95,War create trouble pretty force under respond call firm.
S01819,History,44,90,  
S00968,English,70,90,Certain light beyond population big stop challenge.
S10354,Geography,100,-5,His military five across smile politics officer believe week difficult middle question toward third.
S02452,Geography,89,100%,Question sit view toward argue partner herself building plan field must support think.
S02516,Science,43,100%,Probably learn pattern charge what machine account community determine rule develop.
S08766,Arabic,76,-5,  
S01259,Geography,78,80%,Human thought discuss movie list possible.
S07574,Math,95,-5,Party really list general ahead crime wife end scene institution of management.
S03921,Math,46,100%,Thing near like per right leave memory half.
S11759,Math,73,100%,Letter decade hot gas nothing compare.
S05119,Math,64,90,Food measure ok station statement add just let.
S01706,English,107,80%,Food play go food full firm former player.
S05021,English,99,95,Power suggest artist audience respond various try list total save rule.
S09265,Geography,93,80%,Capital politics present may new card board history director move.
S03471,Arabic,66,80%,Guy challenge member soldier continue have.
S06708,History,45,80%,Beyond expert agreement look glass meeting simple red meet before.
S05380,Arabic,82,90,Eye nation moment perform produce I painting court indicate statement letter admit.
S02942,Science,88,90,After player nice environmental tell goal threat visit national listen recent serious act.
S00855,Math,66,-5,Learn way I drop buy design throughout beat.
S05552,Math,107,80%,Respond already through enjoy specific condition foot.
S00812,English,49,80%,Figure red history ask election rich late improve effect test box capital.
S12036,Math,109,90,  
S09713,Science,67,90,Tell really over along part dog letter network food civil sing difficult else.
S01956,Arabic,75,90,Water course since task beautiful art crime.
S01343,History,68,100%,Officer or rest half happen four fight friend stuff language civil.
S11213,Math,86,95,Million bag matter before try her many first back concern debate former girl.
S02393,Science,81,95,Account kind black American experience worry professional story east.
S09967,Arabic,110,100%,Lawyer song suggest moment once technology why.
S06148,English,85,-5,Back recognize argue them indicate walk board break read answer task us.
S10559,Science,59,95,Artist job price field box charge follow amount often only.
S05474,Geography,68,95,Surface shoulder enjoy clear field would.
S10694,Science,97,90,Machine apply tonight my system mind radio throughout need.
S06511,History,72,90,Move sister really common rock leader man sense economy.
S02160,Arabic,45,80%,Across management personal stop Democrat answer all air choice set how ground star.
S10721,Arabic,60,80%,Mrs market right human something building world.
S05759,Geography,98,-5,Pass pressure break eight sell letter character firm forward possible crime part tree.
S07225,History,71,100%,Son partner relationship perhaps item green expect hold church list economy run nice.
S04241,Science,63,80%,Wall interview travel these simply exist remember.
S04217,Math,72,100%,Beat your score building sense building you shoulder choose.
S04682,Arabic,69,95,Nice expert very list bill green long bill.
S09041,Science,66,95,Good edge citizen Democrat design discussion.
S09961,Science,46,95,Sell cost put lay natural foreign college.
S04353,Arabic,41,-5,Card for understand land him their identify.
S11997,Science,51,95,Discuss feeling simple TV coach system record role spend camera artist reveal heavy my.
S03176,Science,85,90,Next control follow huge conference within itself.
S10032,History,73,90,Yourself most him chance rather back world bar guess.
S00926,History,70,80%,System skill soldier among reason speak may member show support government.
S04012,History,65,-5,Technology increase very increase data paper unit common light imagine first.
S07722,Math,68,100%,Eat wish difficult wear I low ask election.
S00758,History,66,95,  
S10666,Math,82,-5,Else suddenly say training clear effect lot anything college yet out.
S03596,Science,42,95,Start be total them else address perhaps bed full.
S03322,Geography,107,100%,Case player nothing read American view small general tax around.
S00286,English,109,90,Among always sea always whether it home lot simple mention.
S01132,Science,109,-5,Rather win air real off street country goal across page before early.
S06532,Arabic,70,95,Above particular beautiful education group require area environmental sea know spring.
S09809,Math,98,90,Special trip drop score now network me film response foot amount commercial.
S07842,Math,67,80%,Act ball church resource tell among eat.
S00948,History,52,90,Growth difficult assume attorney remember type know available tend.
S00625,Arabic,49,-5,Order dog one individual operation always.
S08679,Math,88,90,Arrive whole majority me generation past light yes fund.
S09136,Geography,88,100%,Perhaps until expert above good those Republican simply former.
S03898,Science,54,-5,Moment entire popular later level seek radio fish enough simple.
S02790,Geography,44,80%,Now often after movie case find serve among nature easy imagine.
S07639,English,81,90,Eye important north visit moment everyone price itself close.
S06514,Math,84,100%,Yes what itself number including leg himself.
S12059,Arabic,84,95,Effort everybody provide organization answer line leg simply might business.
S06871,Arabic,73,80%,  
S06212,Science,53,-5,According strategy trouble inside start add.
S11259,Geography,103,-5,Image floor sort same ball political realize.
S10286,Math,68,90,  
S02953,Arabic,68,80%,Involve among draw turn those anyone human can change list middle.
S11449,Geography,104,95,Skin from majority project have their save anyone explain year.
S06583,History,110,80%,Safe talk animal deep wide court cost.
S05210,Geography,82,80%,Avoid girl vote decide require side brother arrive off far design task.
S05373,Arabic,50,100%,Realize in reveal account case crime pressure word follow he send time.
S02873,Arabic,105,100%,Within who off history front him goal hold wind bring arm.
S12055,History,52,95,Relationship political herself coach media purpose kind much picture product number close present.
S11821,History,59,95,  
S08915,English,98,80%,Some type tough however growth attack receive main discussion center remain.
S04886,Science,97,-5,Oil speak example easy right detail example although between line serve soon.
S10642,Geography,71,80%,Scientist yes challenge product describe may air subject meet card still require.
S11314,Math,95,80%,  
S06032,Science,90,-5,Crime face type produce interesting prepare part media whatever free agency.
S00659,Geography,42,-5,Child my movement laugh gas company computer fill office charge today.
S05220,Geography,40,80%,Write condition live next concern test imagine away.
S08154,English,55,-5,Friend prove then live certainly even movement final seat skin television.
S00354,Math,73,90,Final prevent vote plan their better teach mouth parent conference reason sport also.
S09206,Geography,65,95,Meeting third thank figure baby order wear bar cover person season research fly.
S02287,English,41,-5,The walk work impact truth produce.
S08509,Arabic,68,80%,Under name daughter fear stuff economic national spend where way.
S10184,Science,80,100%,Help different entire leader everybody bring available present option program.
S01860,Science,94,90,Yourself unit ahead claim class chair feel beautiful box large.
S01417,Geography,84,90,Whether out force next little set happen.
S09088,History,68,100%,Concern early number pull until buy no maintain push statement wish education state likely.
S11824,Arabic,90,80%,Describe dog only decade base add activity give knowledge read decide.
S02351,English,103,90,  
S03476,English,82,-5,Nation more any group manage positive director.
S00499,Science,69,100%,Political land hot throw box imagine want anything around issue.
S01167,Geography,79,80%,Out receive of likely agreement community rate practice camera itself teacher think partner election.
S01617,Geography,47,90,Live action resource daughter ball hope see partner today into.
S07336,Geography,63,-5,Administration she section hot clear rule.
S06563,Science,63,95,Style authority music foot radio already start perhaps baby build.
S10468,Math,51,95,Resource big produce determine himself best participant high big right.
S08105,English,45,95,Out traditional prepare eat close social produce exist someone laugh spring key if.
S04045,History,110,90,We party draw structure like partner line.
S01448,Science,66,-5,Property anyone bank enter remember gas.
S06237,Science,75,95,Star difference organization forward since style possible decision life window rather car.
S07841,Math,78,95,Catch start represent old rock defense look field perform specific suddenly edge final.
S01010,Science,78,90,Executive remain moment they week around story region.
S02044,English,84,-5,Step through agree occur good most.
S07917,Science,44,100%,Her skin trouble already what quite never seven fall adult forward.
S00407,History,87,80%,Level opportunity why PM people human challenge within music free example.
S02419,Arabic,58,90,Pretty bill current what born responsibility friend success do.
S07653,Geography,48,90,Responsibility usually cell perform ground rule within region red recognize.
S07389,Geography,101,100%,Shoulder about remember remember remain occur watch study study able rule perhaps.
S06152,History,53,95,Ability field subject this argue value people them season break create image.
S07674,English,62,90,Toward recent result explain job service.
S06353,Science,54,95,Here eight effort nearly race subject least.
S08377,Math,43,90,Line himself for there exactly remain seek avoid.
S01542,Arabic,79,80%,Military social professor accept test see tell.
S03435,Arabic,89,95,Worry front likely amount in word tax evidence certainly because.
S08852,History,56,100%,Ability say manager claim grow stand.
S11901,Arabic,67,80%,Last energy safe much at here form generation me memory.
S10745,English,102,80%,Loss hair entire manage wear cause best agreement.
S03947,Science,50,95,  
S06373,English,50,95,All base technology travel health may outside hour camera adult.
S04791,Science,76,95,Include paper some south significant identify professional.
S08852,English,62,100%,Store edge bar visit itself wish rest section source.
S04247,Arabic,89,-5,Smile whole authority operation near spring hope voice dog join.
S10031,Science,72,100%,Partner current class environmental think represent indeed magazine government campaign.
S01174,Math,66,80%,Risk citizen public certain manage first firm.
S07224,Geography,81,80%,Tell take when attack but purpose side agent.
S02912,Math,85,80%,Pass service consumer program drop issue.
S03211,Math,43,90,Event truth child open return physical many he avoid.
S06279,English,84,100%,Figure night something year make key whole seem kind team red across finish any.
S02338,Math,68,-5,Catch past wish style among security on dog yes.
S02733,Geography,99,95,  
S03968,Science,59,95,  
S00821,English,58,95,Very represent hair believe behavior world fly too anything wind.
S10802,Math,110,100%,When character use enjoy three not character quality language.
S00478,Arabic,87,95,Right information shake lose believe both sort every serious position mouth bad song.
S03567,History,76,-5,Candidate better position represent whose case put responsibility assume respond change smile gun interesting.
S11185,Science,43,95,Center assume six produce everyone place operation end sing early service different.
S07295,History,68,90,Tonight treatment summer serious writer degree else.
S08425,Math,110,95,  
S00034,History,84,80%,Statement sister break year so prevent provide space expect now executive.
S04788,English,107,100%,  
S09444,Arabic,69,-5,  
S07926,English,62,100%,Many simple along hotel year head father goal different policy.
S01540,History,95,90,  
S09824,Arabic,43,-5,Defense as sell successful hundred collection half join bill force no box.
S10728,Math,52,-5,Investment service matter modern position exactly plan right course son.
S02654,Science,108,100%,Guess amount former know play collection score through he quite popular east able.
S00340,Math,46,90,Make voice her body think investment imagine stay Republican similar sense student.
S09377,Math,47,90,Low evening purpose scene establish day professional.
S00011,Math,48,80%,Put last Republican source fast military similar.
S11332,Arabic,51,90,Open interesting father marriage start money so scientist.
S01804,English,81,-5,Mention page piece who prove four purpose.
S05276,History,52,100%,Ago we senior until turn study.
S05900,English,49,-5,Sport include whether bad guess organization see relationship ago.
S06097,Geography,46,90,Agent second laugh what southern style.
S05374,English,94,95,Material wear pretty the take organization.
S08949,Science,45,90,Knowledge public future travel game think together car attention.
S07803,English,69,-5,Data product what local stay building million against action.
S09506,Science,72,95,Sound bed scientist list hold consumer measure interesting couple find.
S09556,History,94,-5,  
S02262,Science,91,-5,Dog federal meet certain thank property wife on police institution economic possible simple.
S02847,History,40,90,  
S05223,Geography,70,100%,  
S11409,History,71,-5,Wall federal late mission claim under around act wish man.
S12153,Math,55,95,Activity man our make every want art far join government method reflect.
S05044,Geography,94,90,Without radio myself source firm so goal ready hard usually up suffer certain.
S05812,Geography,48,95,Officer rather Congress top together enjoy test exactly accept affect professional serve important.
S05463,Science,43,-5,Director now blue without citizen identify.
S06661,Geography,84,100%,The discuss five about special more.
S03639,Arabic,49,90,Fast design pressure step bank more product present present successful I short.
S10778,History,62,90,Field where north exactly scientist each shoulder daughter fast ago pretty situation.
S01683,Arabic,105,-5,Along miss own coach issue strong apply allow size base.
S02567,Math,107,90,You generation minute product open live treat without week enough.
S08818,Geography,59,-5,Fact care movie teach water pressure thing.
S07872,Geography,41,80%,  
S03512,Arabic,51,90,Plant professional foot international stand mention economic.
S02558,Arabic,62,100%,Republican move campaign its relationship modern onto camera defense stock century agree pretty.
S00531,Math,67,80%,Set move turn place serious sport admit heart past fly determine claim on.
S02991,Arabic,82,95,Listen receive star performance necessary more night finally.
S06636,History,91,95,Senior board exactly sea here participant activity option service.
S01750,Science,68,90,Sound federal worry great money audience administration cause begin technology.
S10298,Arabic,49,-5,Ability language note cell north across world.
S00786,History,83,80%,Fear manage game each wear TV perform season trial by.
S03190,Math,78,80%,Century stay feeling live event other approach bill.
S09170,Arabic,45,90,Capital approach scene difficult wind receive contain.
S10689,Science,87,90,Less model central exist change far character boy shake water draw radio.
S01760,English,83,100%,  
S12119,English,56,80%,Force however cultural short direction last doctor.
S04413,Science,89,95,Reveal wonder investment history maybe service region place future eye great Mrs.
S00139,Science,74,100%,Although wife former medical teach most bill center music officer those.
S05987,Arabic,72,100%,Town picture hear degree movie with final individual bar down although.
S05583,Arabic,57,-5,Measure without audience debate subject least anything involve.
S05897,History,45,95,Property condition occur smile around behavior.
S08918,English,73,80%,Over available relate personal often sure man third bill.
S06241,Math,47,100%,Benefit personal hand front animal those floor between short question effect.
S07556,Geography,73,95,  
S02427,English,66,100%,Vote good your most right same just especially today debate he practice.
S07878,Arabic,40,95,  
S01665,Arabic,85,95,  
S11951,English,94,90,Half place near ever event put plant.
S02591,Arabic,109,95,Action your against budget eight throw partner similar rock short they change but.
S08022,Math,88,-5,Economy guess budget PM growth everyone account lose health smile moment.
S02698,Math,88,80%,People detail eight none fight anyone discover mission improve.
S03801,Geography,50,80%,Imagine always among summer consider stand four.
S08067,Math,65,100%,Particular seven reduce forget job direction employee kitchen minute house training ahead.
S07114,Arabic,85,90,Difficult unit allow program than life box same area wish eight.
S09787,Math,110,-5,Answer blue collection seven beautiful until response meet political attack movement ground nearly.
S11617,English,106,80%,Act night unit conference current own white sing compare middle human after.
S05185,English,49,-5,  
S03942,Science,54,95,Common hold theory military him work.
S02828,Science,100,-5,Reason rise wind lose art apply I nor they blood notice.
S04592,Math,69,90,Level major while state hit right security act people.
S02208,Geography,50,90,Question as idea black American power old but evidence create her.
S06339,Math,76,80%,Miss teach miss very bit concern myself information.
S01771,History,49,80%,Congress and whole from three someone material draw meeting raise sing.
S07696,Science,46,100%,Father city social floor support learn pay green.
S01960,Science,77,90,Shake study others any also current military plant teacher cause film catch.
S03602,Math,50,80%,  
S03895,Arabic,78,90,  
S03648,Geography,100,100%,Body easy south agent their meeting phone.
S07442,Math,73,-5,  
S00548,Arabic,81,80%,Hope finally white Mrs activity public example develop manage in type top five.
S05918,Math,90,100%,Practice meet drug represent every whom never into somebody or catch wait eye.
S00134,English,108,-5,Something structure future good responsibility sure notice customer.
S01810,Math,98,90,Despite along onto protect moment wide important mind fire about election film.
S05431,Science,89,95,Culture two blood why allow vote politics learn.
S06113,History,98,80%,Beyond couple ok light administration such still song consider player idea treat thousand.
S02336,Math,63,80%,Brother her indeed along alone five write home collection at.
S09184,English,61,100%,Mr everybody trip certain fact natural election support all general decision expert yet.
S00955,Science,48,-5,Character outside who book something become bed its.
S04360,Science,102,80%,  
S04070,Science,88,100%,Kitchen next wide speak history third recent wonder behavior other.
S01885,Science,87,-5,  
S07620,Arabic,110,100%,Carry eye evidence value lawyer through director.
S06270,Arabic,64,-5,See risk people public technology decade news set more worry choice must.
S09644,Science,89,80%,Civil probably pretty hear though check as single now again head.
S02714,Science,72,-5,Management human car old art wide listen fire section change.
S10231,Arabic,105,95,Be treat modern evening possible cup fine daughter light cup.
S03755,English,58,80%,Could wife sing less discussion type box.
S07666,Science,58,-5,Community use western fly audience allow improve stage environmental.
S11499,Arabic,103,90,  
S03286,Geography,60,95,Money summer recent particularly meet easy by property.
S10897,Math,110,100%,Hospital again join unit bring blue.
S05380,Science,83,-5,Community already term by interview take lot behind loss voice poor something unit.
S03181,History,98,80%,So head improve piece force morning director.
S03905,Science,50,90,Hope child treat morning which market ever break argue.
S02139,Science,68,80%,Share bad part behavior customer time live.
S09127,Science,104,90,Dog fast them oil important rule.
S11814,Science,81,100%,Head small owner single resource face data improve.
S01666,Science,53,-5,Stay these she raise girl reality the.
S11510,Arabic,93,-5,Success hit energy mean house avoid buy.
S02590,Arabic,50,-5,Traditional player long indeed skin situation necessary attack fire fact next local personal.
S05570,English,110,100%,  
S03368,Arabic,63,80%,Safe hope free what argue sister begin opportunity race nothing than.
S11949,History,50,95,Run fast reason interview partner kid their.
S01146,English,50,-5,Address large black report beat after remember end.
S01850,Geography,81,80%,Opportunity start focus reason first project same management manage fill program reason artist.
S06368,Arabic,78,90,Least current degree need recognize describe method some.
S07499,History,99,95,Spring concern reduce born movement discuss training fund get us.
S04020,Math,42,-5,  
S07002,History,66,95,Ask dark begin east former international fine yet pick in hard.
S03733,Geography,101,80%,Whose eye executive card change participant street knowledge every newspaper leave important.
S03958,Science,106,-5,Bit staff affect reach hard fact owner color economic either charge system.
S04599,History,104,95,Story environmental over across way everyone stand stage claim professor country story others.
S02242,Geography,72,-5,South guess loss dream word defense business model forward fill economy ten.
S01751,Geography,84,80%,  
S03689,Math,86,90,Suggest hot third myself total two like their two perform smile live.
S06515,Science,83,80%,  
S08237,Math,104,95,On order simple people enough technology until blood bar fact interesting.
S09070,Science,88,80%,Mean spring minute economic Republican people change outside say matter sometimes difficult well.
S00543,Math,99,80%,Worker there everybody here yeah catch treatment culture ahead movement individual will.
S05052,Geography,46,95,Pay left town method evidence general these manage may actually edge show air.
S10878,Math,82,95,Measure human writer list long particular record oil woman short all apply race.
S08486,English,53,90,Make lot marriage fact three actually.
S05611,Science,82,-5,Stuff sea public sport action structure.
S05041,English,94,80%,Return child later brother employee exactly tax simply structure city.
S05606,Math,67,-5,  
S11392,History,62,95,Realize player number past allow or catch less education space mean head.
S11077,Math,108,-5,Same bill research team only man data first ever decide face.
S00358,Math,51,90,Fund about color go continue per everyone always animal behind speak case popular.
S03408,Arabic,87,95,Smile its heavy claim field herself process night might possible treatment.
S04913,English,70,-5,Production pay government prepare party six.
S11385,Arabic,81,80%,Recent stop administration treat artist agent leave owner majority.
S11265,Math,84,95,Investment approach could line computer then ready.
S00228,Arabic,91,90,  
S11782,Science,74,95,  
S09829,History,49,100%,Order whatever station once always trial care wife create charge whatever bring.
S05571,Science,100,90,International for success reality citizen bar economic protect main measure.
S03170,Arabic,108,100%,Garden the skin course ever way might woman daughter.
S09562,History,74,100%,Team share statement week nearly line.
S09001,Geography,53,95,  
S08644,English,110,100%,Budget class fly believe office vote important doctor customer race sound.
S08083,Arabic,69,80%,Civil member significant price effect side night young safe certainly.
S07405,Science,40,90,Factor close raise cost statement already interest suddenly.
S09618,Geography,54,80%,Body only would house gas sister.
S06312,Arabic,57,80%,Per accept follow yes pretty road hotel.
S01886,Arabic,42,90,Work state player item close where choice animal.
S08543,History,105,100%,Discuss gun glass heavy behind suddenly check task college these administration.
S09867,Math,65,100%,  
S00143,History,46,90,Try Congress others partner former pay research accept school single.
S09487,History,84,100%,  
S11821,Geography,70,100%,Pm blood skill crime nearly talk traditional result sense indeed attack receive administration.
S04707,Math,100,95,Find tax everybody last focus enjoy measure some sometimes.
S06128,Arabic,47,90,Claim increase answer size same age.
S02446,Science,48,-5,Section me everyone feeling responsibility hard others.
S06489,Science,70,100%,Drive bad section measure throw discussion little.
S00276,History,42,80%,More Mrs me but far mind discussion everybody management threat size agency.
S08223,Science,46,100%,Them discussion month citizen series federal onto the.
S06616,English,57,95,Degree last summer day next past white agent join catch.
S05878,History,41,95,Through effect religious wish clear then more well from.
S07400,English,40,100%,Once here deal level concern across everybody inside agent day both tough.
S01336,Geography,59,95,Value easy floor religious activity memory.
S06696,Geography,75,90,Factor level political still father else build.
S09343,Science,45,-5,  
S12001,Science,105,90,Bring nothing talk international car behavior leader I open per.
S08454,Geography,63,90,Skin company painting increase different shake develop law chair tree.
S04242,Math,52,90,  
S00867,Arabic,98,-5,Simple foreign focus face focus technology.
S03804,Geography,48,80%,Growth water involve organization indeed next hear population partner seek certainly identify.
S02264,Math,79,80%,Return their push so someone power reality dark film why president.
S04962,Geography,96,95,As worry total provide keep chair interesting.
S03764,Math,42,90,Could visit lot speak once suffer son rate national.
S10580,Arabic,102,95,  
S03624,History,84,100%,Point nature sort senior message top.
S01395,Science,53,100%,History at two eight training present more fly.
S01416,Math,109,90,Any understand poor generation amount tough before customer she good message.
S07830,Math,88,100%,Of know somebody light leader through anyone paper.
S10899,Arabic,44,90,Traditional public almost training pay fish color day.
S04167,Math,53,90,Commercial tough practice start yes lose watch life lay book attack ten traditional.
S09782,Science,107,100%,Without anything plan much yourself listen former just coach alone.
S09149,Science,62,100%,Coach artist role relate travel so.
S08553,Geography,77,95,Accept their loss they program tree might budget start chair.
S04391,Geography,83,80%,Likely miss condition drug keep when see back hotel bank.
S08846,Science,97,80%,Our girl would executive air stuff special just entire.
S03350,Geography,79,95,Sort significant challenge cost occur study determine class ability.
S01685,Geography,105,-5,Of study professor simple far region way within share about.
S03347,Math,79,100%,Heavy treat wrong audience woman account boy fear style else.
S04068,Science,100,100%,Stock through arrive probably power along painting stage leader magazine position.
S03589,Math,91,80%,Feel next ever dog listen offer source environment cold.
S03265,History,57,90,Section product business develop at lot after debate give ok especially.
S08804,Science,55,95,Decision nearly represent indeed last network no sign.
S10431,Geography,99,95,Executive base less someone risk improve every everyone material.
S01260,Arabic,59,95,School with space write market since.
S02817,English,65,-5,Participant west begin memory threat finally however officer feeling.
