Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S02141,Science,City task owner prove.,2024-10-10,pending,B, 
S03414,History,Fast new choice.,2024-09-29,✔,F,No
S05053,Arabic,Question list oil.,02/22/2025, Done ,B, 
S05335,History,Hit claim federal.,2024-12-08,not done,F, 
S03623,Math,Public true wait.,2024-09-10,not done,C, 
S10331,Math,Seem.,12/03/2024,pending,B,Yes
S02256,English,Trip forward.,2024-10-26,pending,D, 
S06249,Geography,Reflect toward generation.,2025-02-07,✔,F, 
S10481,Arabic,Between huge.,11/20/2024,pending,A+, 
S05088,Science,Long before.,01/13/2025,pending,A+, 
S11041,Geography,Production involve trip concern.,2024-09-14,not done,C,No
S08345,Science,Series beat.,2025-02-27,✅,C-,Yes
S00743,Science,Small line apply.,2024-10-22,pending,D,Yes
S10781,Geography,Ago player.,2024-11-01,not done,D, 
S04128,Science,Here decade opportunity.,02/05/2025,not done,B-,Yes
S09960,Geography,Already all.,11/14/2024,✅,C-,Yes
S09464,English,Adult available wear.,11/05/2024,not done,A+,No
S10000,English,Family simple high.,2025-02-20,✔,C-, 
S12020,Arabic,Good draw.,2024-10-16,❌,A+,Yes
S02463,Science,Need commercial address.,2024-09-28,not done,F,Yes
S01013,English,Ask organization.,2024-12-26,✅,A, 
S02120,History,Song scene behavior.,01/23/2025,✔,C-,No
S11976,Geography,Per nearly which clear.,2024-09-23,❌,F,No
S08004,Arabic,Group medical rise.,2024-10-09, Done ,F, 
S08083,Math,Early.,2025-02-05,not done,D, 
S00844,Science,Throughout difference approach.,01/16/2025,✔,F,Yes
S01905,History,Pretty.,2024-12-03,pending,A, 
S09628,History,Rise mean bar.,12/30/2024,pending,B-, 
S01935,Math,Gas deal.,2025-01-21, Done ,F,No
S01784,Geography,Relationship.,2024-12-31,pending,A+,No
S02896,Arabic,Keep truth investment.,2025-01-12,not done,F,Yes
S01715,English,Across high alone.,2025-01-24,pending,A, 
S07797,Geography,Case break pay.,2025-02-26,pending,B-,No
S08447,Math,Catch scientist.,10/07/2024,✅,C-,Yes
S11916,English,Area certainly social.,2025-01-29,❌,C,No
S02986,Math,Fall available quickly.,2024-11-14, Done ,A, 
S00778,Science,Early machine community thus.,11/05/2024,❌,A+,No
S00141,Math,Offer group.,2025-01-25,✅,B-,Yes
S02900,Science,Culture well.,02/07/2025,pending,C, 
S00397,English,Coach sure.,2024-12-22,✅,F, 
S03731,History,Can official.,2024-11-24,pending,F, 
S11988,English,Charge pay.,2024-11-22,✔,F, 
S08220,Arabic,Idea growth chance.,2025-02-20,✔,A,Yes
S11026,Arabic,Sit economic effect.,2024-11-19, Done ,A,Yes
S02112,Arabic,Support safe.,2025-01-06,❌,C,No
S02458,Arabic,You.,2024-12-28,❌,B-,No
S06166,English,Three still but.,2025-02-17,✅,C, 
S08658,Science,Source act mean computer.,2024-10-27,❌,C, 
S06601,Arabic,Interesting garden.,2025-01-19,❌,B, 
S06909,Geography,Person authority.,2024-12-27,✔,B, 
S04603,Geography,Thus rather plan.,2024-10-25, Done ,C-,Yes
S01700,Arabic,Artist send.,2024-09-19,pending,D,No
S03689,Science,Religious anyone really.,2024-10-20,❌,C,Yes
S04579,Math,Only forward return.,2024-12-15,pending,C-,Yes
S03031,Arabic,Step any machine.,01/26/2025,✅,A+, 
S00086,Math,Personal budget.,02/17/2025, Done ,A, 
S02031,Science,Even environmental majority.,2024-10-24,not done,C,No
S08964,History,Begin west letter.,2024-09-18,✅,A+, 
S07731,History,Grow.,2024-11-01,not done,B-,Yes
S11520,English,Attention contain case.,11/05/2024,✔,C-, 
S03024,Science,No rich still.,2025-01-17, Done ,F,No
S10575,Math,Area strong.,02/19/2025,✔,A+,No
S10687,History,Office during attack.,2024-11-25,pending,C-,No
S08386,Math,Center garden.,2024-10-06,❌,C-,Yes
S08099,Arabic,Almost.,02/07/2025,✔,F, 
S03014,Arabic,Why.,2025-01-21,❌,D,Yes
S04156,Arabic,Wear charge.,2024-12-05,✔,D,No
S05237,Geography,Vote sometimes yes.,2024-12-13,✔,C-,No
S05961,English,You risk.,2024-09-30,pending,B, 
S10251,Geography,Body garden line.,2025-02-15,✔,A,Yes
S11566,Math,Likely mean successful eight.,2024-12-12,✔,A+,No
S06745,Science,Traditional themselves reach.,2024-11-29, Done ,D,Yes
S06538,Arabic,Design avoid specific remember.,2025-01-16, Done ,A,No
S08600,Geography,Care military.,2025-02-02,not done,B-,Yes
S04022,Science,Century magazine dog.,2024-11-16,✅,F, 
S04298,Arabic,Maybe media account.,2024-12-03,pending,D, 
S09232,Math,Rate serve tell.,2024-12-23,not done,C,Yes
S05943,Arabic,Seem behind.,2025-02-22,✅,C-,Yes
S05090,English,Tree final.,2024-09-15, Done ,F, 
S08399,History,Religious decade.,12/20/2024,not done,D,No
S05474,History,During her respond song.,2025-02-08,pending,A+,No
S00825,Science,Nice hair relationship.,11/24/2024,pending,B,No
S00753,Science,Within should lay.,2024-09-12,✔,B-,Yes
S03457,Geography,Sure our.,2024-10-01,❌,F,No
S05233,Science,Occur model can since.,2025-02-21, Done ,C-,No
S11423,Science,It discussion east.,2024-12-11,not done,A,No
S06450,Science,Source only trip.,2025-02-04,not done,A+,Yes
S01395,Geography,We country somebody.,2025-02-15,✅,C-,Yes
S09641,Arabic,Film break almost.,2025-01-05,pending,B-,Yes
S04963,History,Home eat successful.,2024-11-10,✔,B,No
S04644,Science,Give result.,11/17/2024,✅,B,No
S05405,Math,Interest concern personal.,2025-01-15,❌,B-, 
S07179,Geography,Line pass officer necessary.,2025-01-06,✅,B-,No
S05653,Science,Rule hope though.,2024-11-14,❌,A,Yes
S08583,Science,Writer test.,2024-11-22,❌,B,Yes
S09874,English,Government who another.,2024-12-06, Done ,B,Yes
S05620,History,Service decide partner.,2024-09-22,pending,A,Yes
S10873,English,Recently consider.,2025-03-08,✔,D, 
S02878,Arabic,Financial last lead.,2025-01-03,✔,B-,Yes
S03912,Arabic,Natural within trouble.,2024-10-02, Done ,B-,No
S06502,Math,Year.,2025-01-10,✅,A+, 
S07670,Math,Sea.,2025-02-02,pending,B-,Yes
S07952,English,Fight behind.,2024-09-17,❌,C,Yes
S02739,Math,Present others suddenly.,2024-10-01,not done,B,Yes
S04646,Geography,Threat win worry.,2025-02-03,✅,B-,No
S08060,Science,Present amount behavior.,2024-11-17,✔,A+, 
S03675,Arabic,Example skin free.,2025-03-03,✔,A, 
S02571,Science,Low operation space.,2024-12-14, Done ,A+,Yes
S05638,History,Yet.,2024-12-12,✔,A+, 
S04655,Math,Western significant quality.,2024-12-23, Done ,D,Yes
S03906,English,Successful chance economic.,2024-11-01,not done,B,No
S08621,Science,Else catch.,11/24/2024,pending,F, 
S11276,Arabic,Matter.,2024-10-22,pending,D, 
S03580,Arabic,Outside.,2024-09-17,not done,C,Yes
S06481,Math,Religious throw market.,11/27/2024,pending,A,Yes
S03824,Geography,Detail everything.,2024-09-23,✔,F,No
S10901,History,Culture civil mouth.,2025-03-02,❌,F, 
S00101,Arabic,Plant enough learn.,2024-12-26,❌,A+,Yes
S08677,Science,Yourself attention why.,11/04/2024,✔,D,No
S02829,Math,Avoid simply send.,12/24/2024,✔,C, 
S00687,Science,Our perhaps chance.,2025-01-17, Done ,B-,Yes
S03672,History,Quite red.,2024-10-22,not done,A+,Yes
S04569,Arabic,Budget set performance remain.,2025-01-30,✅,A+,No
S02396,Geography,Ok.,2025-02-25,✅,B-,Yes
S08178,English,Successful prove.,2024-12-05,✅,A+,No
S11125,History,Stage author.,2024-11-17,not done,F,No
S03739,History,Grow onto father.,2024-10-01,✅,A+, 
S06894,Arabic,Step edge.,2024-12-16,✔,B, 
S04671,Math,Need knowledge main.,12/17/2024,✅,F,No
S07626,Arabic,Bring hot.,2024-11-22,❌,A+,Yes
S04025,Arabic,Environmental develop suddenly.,2025-01-16,❌,F,No
S07355,History,Stop wear.,2024-09-16,not done,F,No
S00602,Math,Range real truth.,2025-01-20,✅,C-,Yes
S05214,Science,Painting general.,12/22/2024,✅,B-,No
S08617,English,Race black sense.,2024-09-29,not done,A, 
S04094,English,Heart relate.,2024-09-26, Done ,A+,No
S02024,History,Factor laugh street.,12/02/2024,✅,A,Yes
S01972,History,Expect large collection.,2024-09-22, Done ,C-,Yes
S11545,English,Seat decide daughter.,12/14/2024,❌,C-, 
S01019,Science,Truth claim.,2024-11-08,✅,F,Yes
S07446,Arabic,Foreign eight.,03/02/2025,❌,A,Yes
S06485,History,Price claim.,2025-02-21, Done ,A+,No
S03004,History,Box agree thank.,2024-10-16,✅,A,No
S06097,Arabic,Teacher ahead act.,2024-10-20, Done ,A+,No
S10950,Arabic,Theory though.,11/29/2024,pending,A+,No
S02372,History,Your happy.,10/15/2024,❌,A+,Yes
S00206,Math,Positive gas.,12/18/2024,✅,A+, 
S00979,Science,Thought charge sit open.,2024-10-14,✔,A, 
S07325,Geography,Myself order because.,2024-12-01,❌,B,No
S07667,English,Seek everybody.,2024-11-25,not done,A,No
S11874,English,Yes oil drug.,11/03/2024,pending,B,No
S07431,Arabic,Case ready their mission.,2024-09-23,pending,C-,Yes
S06932,Arabic,Me ten action.,2025-01-07,✅,F,No
S08784,Geography,Threat within black.,2025-02-09,✔,C, 
S04838,Arabic,Group finish.,11/02/2024,pending,F,No
S08468,Arabic,Build mother.,2025-02-18,✅,C-,Yes
S03749,Science,His public.,2025-02-05,❌,B,No
S08740,History,Boy maintain right.,11/07/2024,pending,A+,No
S07056,Science,Suddenly conference.,2025-02-19,❌,F,No
S02178,Geography,Former fish cost.,09/26/2024,✔,B, 
S04890,English,For skin.,02/05/2025,❌,B-, 
S05621,English,Serve rule.,2024-10-22,✅,D, 
S02322,Arabic,Kitchen friend spend.,2024-12-07, Done ,D,Yes
S00441,Geography,Those personal.,2025-01-01, Done ,A,No
S04152,Geography,Stay force entire.,01/11/2025,pending,D,Yes
S00006,Math,Will coach.,2024-10-10,❌,D,Yes
S11350,Math,Ten anyone people.,2024-09-10, Done ,D,Yes
S04940,Science,We employee field.,2024-10-04,✔,B-,Yes
S00728,Math,Item ever student.,2024-10-10,not done,B, 
S08071,Science,Tend garden.,2024-09-30, Done ,A,Yes
S04436,English,Later bag.,02/20/2025,✔,B, 
S06731,Science,White early true.,2024-11-10,✔,A+,No
S03683,Science,Product push theory.,2024-10-17,pending,A+,Yes
S11671,Geography,Who notice.,2024-12-11,pending,A+,No
S05185,Math,Specific.,2025-01-12,pending,B, 
S01876,English,Save after factor.,2024-09-22,❌,A+,Yes
S00121,Arabic,Sure carry debate.,2025-02-18,not done,C,No
S11385,Arabic,From president amount.,2025-01-28,❌,C-, 
S09250,Arabic,Artist attack painting.,2025-02-23,✅,A,No
S05406,Arabic,Rate property.,2024-12-16,not done,B-,No
S02559,Geography,Phone hundred phone.,2025-01-16,pending,A,Yes
S07553,History,World benefit.,2024-09-23, Done ,A, 
S06281,English,Become indicate friend.,2024-10-09,✅,B,No
S00256,Geography,Finally card key.,2024-09-15,✔,A+, 
S03330,Science,Character wear senior like.,10/23/2024,✅,B-, 
S11160,Science,Soon.,2025-01-23, Done ,A,Yes
S02184,Math,Style than.,2024-10-09,✔,A,No
S03914,Science,Today a.,2025-03-01,pending,A+,Yes
S02647,Geography,Around drug improve.,2024-11-03,pending,C,Yes
S02320,History,Attorney accept attorney.,2024-11-21,❌,D, 
S10994,Geography,Attorney town pick.,2025-01-16,pending,C,No
S00704,Arabic,So throughout window.,2024-09-29,not done,C-, 
S06980,Geography,Alone statement.,2024-11-20,✅,B-,No
S11681,Math,Entire think room.,2025-02-13,✅,F, 
S06269,Arabic,Life south.,2024-10-04,✅,C,No
S08633,Arabic,Future number central.,2025-01-15, Done ,C,Yes
S08782,History,Like thing.,2025-01-01,not done,C, 
S10733,Arabic,Include.,2025-02-26,❌,B-,Yes
S11827,Geography,Son by.,2024-10-13,pending,B,No
S10149,History,Audience go.,2024-09-16, Done ,F,Yes
S05088,Math,Sort choice like.,2024-11-04,✔,C, 
S11475,History,Dark financial fine.,2025-02-09,not done,A+,No
S02092,Arabic,Build.,2024-10-05, Done ,B,Yes
S03114,English,Manage in join.,09/28/2024,✔,F, 
S11343,Geography,Project of citizen.,2024-12-20, Done ,A,No
S00955,Geography,Sound.,2024-11-10,❌,B,No
S07575,Arabic,Cause business.,01/13/2025,❌,F,Yes
S11583,Math,Culture door energy.,2024-09-17,✔,D, 
S08500,English,Public everything.,12/27/2024,✔,F,No
S08837,Math,Option poor.,2024-10-24,❌,C, 
S01550,Arabic,Someone yet go.,10/25/2024,✅,D, 
S03709,Geography,Try.,2025-02-20,pending,A+,No
S00749,Geography,Even even herself.,2024-10-26,✔,B, 
S01004,English,Figure build quite.,2025-02-23,not done,F,Yes
S03837,Math,Through research theory.,2025-01-04,❌,B,No
S07728,English,Man.,2024-10-07,✔,C-, 
S07305,Math,Street summer.,2025-01-13,❌,A+,Yes
S12095,History,Dog spend.,2025-02-24,✅,D,Yes
S08160,English,Financial law.,10/28/2024,✅,C,Yes
S05576,Science,Join under.,2024-12-06,not done,B-,No
S01417,History,Government cup last.,10/21/2024,pending,D,No
S03140,History,Religious.,2024-10-25,not done,A, 
S09084,Geography,Avoid price.,2025-01-21,✔,B, 
S04837,Science,Discover face performance.,2024-11-07,not done,B-, 
S03129,English,Approach cell avoid.,2024-11-16,pending,B-,No
S01285,Science,Last American arm what.,2025-01-05,✔,A+,No
S02803,Arabic,Like place.,2025-01-05,not done,F,Yes
S01292,Science,Discussion money never animal.,2024-09-14,not done,B,Yes
S04685,Math,Return thing college.,2024-12-21,not done,D, 
S02747,Math,Raise oil.,2025-01-15,✔,B,No
S12005,Geography,Image create.,2025-02-28,✅,F, 
S03713,History,Anything relationship.,01/31/2025, Done ,B,No
S11120,History,Add few.,2024-11-16, Done ,D,No
S03650,Geography,Street this color.,2024-12-29, Done ,C-,No
S08750,History,Size pay.,2025-03-09,pending,A, 
S01919,History,Pm good another.,02/27/2025,pending,B,Yes
S06106,Science,Soon talk must.,11/30/2024,pending,B,No
S01790,English,Official policy government reason.,2024-10-03,✔,B,No
S04431,English,Cup mouth knowledge.,2024-09-18, Done ,A,No
S07536,Arabic,Crime against.,12/31/2024,✔,A+,Yes
S10727,Science,Major capital issue eat.,02/06/2025, Done ,A+, 
S02351,Science,Natural program.,2024-12-24,✅,D,No
S02950,English,Official water.,12/29/2024,pending,A,Yes
S11935,Arabic,Including surface.,2025-02-14,not done,B,Yes
S10218,Geography,Debate lawyer table.,2024-10-14,not done,B-,No
S09866,English,Forward each language join.,02/18/2025,not done,A,Yes
S02655,Arabic,Result training dark.,2025-03-03,not done,A, 
S09538,History,Method travel respond.,2025-02-25,pending,D,Yes
S07352,Geography,Help budget.,2025-02-18,pending,B,Yes
S11229,Math,Most remember.,01/31/2025,not done,D,Yes
S10555,Science,Group building.,2024-09-10,not done,A, 
S08255,Geography,Short song.,2024-10-16,✔,F,No
S02353,Arabic,Too around history.,02/22/2025,❌,F, 
S10873,History,Analysis nor.,2024-12-03,✔,F, 
S11382,Geography,Then inside.,2025-01-04, Done ,A+,Yes
S04490,Geography,Reduce hour smile.,09/28/2024,❌,C-, 
S06201,Geography,Base clearly realize.,2024-09-25,pending,D, 
S09642,Science,Organization card.,2024-12-08,pending,A,No
S10222,Geography,Serious stand brother soon.,2025-02-25, Done ,B-, 
S05292,Arabic,Break human design.,2024-12-28,not done,F,No
S08416,Science,Player eight.,2025-02-10, Done ,B-,Yes
S07222,Science,Pretty field interest.,2025-02-06,not done,F, 
S05005,English,Worker deal once Republican.,2025-01-02,not done,A,No
S02764,Science,Model school.,01/15/2025, Done ,F,No
S10618,Math,Left mother reality firm.,2025-03-02,✅,A+, 
S04496,Math,See society something.,2025-02-25,pending,C,Yes
S08318,English,Girl morning lay.,2024-09-29,pending,B,No
S11156,Geography,From try anything.,02/10/2025,not done,C-,Yes
S04479,Geography,Guy sound.,2024-11-28,not done,C-,No
S02632,Arabic,Fill.,02/19/2025,pending,F, 
S10171,Math,Beyond until.,2024-12-13,✅,F, 
S09471,Arabic,Style song.,2024-10-28, Done ,B,Yes
S10924,Math,Foot modern.,2024-12-07,✅,A+,Yes
S10411,English,Citizen.,12/28/2024,pending,F,Yes
S08179,Geography,Detail class.,2025-03-08,❌,C-,Yes
S04266,Science,Their specific.,2024-11-22, Done ,C, 
S06779,English,Than sister.,2025-02-13, Done ,F,Yes
S00684,Arabic,Dream a.,2024-12-27,✅,D,Yes
S01500,Math,Else song leader.,2024-09-10,pending,A+, 
S03228,Geography,Show cut.,2024-09-17,✔,D,Yes
S06629,Science,Hot open.,09/13/2024,✔,C,Yes
S10544,Arabic,Believe serve or.,2024-11-17,✔,B,No
S04920,Science,First service role.,2024-10-25,✅,A+,Yes
S04187,Math,Night recognize.,2024-12-17,not done,B, 
S08838,Arabic,Piece.,09/23/2024,pending,F, 
S07363,Science,Offer mention.,2024-12-20,not done,A+,No
S03336,Arabic,Center party.,2025-03-03,✅,C, 
S00454,History,Capital response mission.,2024-12-21,✅,B-, 
S06795,History,Sort option.,2025-01-09,✅,A+, 
S04453,Science,Woman office option.,2025-02-02,pending,C,No
S11983,Arabic,Think soldier.,2024-09-15,pending,D, 
S10317,Arabic,Chair example.,2024-09-29,✔,D, 
S01956,English,Size show their.,2024-12-14,pending,B-,No
S03876,History,Along amount.,10/19/2024, Done ,B-,No
S05760,Geography,Weight worry.,2025-02-08,pending,A,Yes
S00136,Science,Knowledge road in.,2024-11-20,pending,C-,Yes
S05115,Science,School certainly produce identify.,2025-01-24,not done,B-,Yes
S02204,History,Than standard even.,2024-10-24,✅,C-, 
S01267,Arabic,Strategy half.,2025-02-03,not done,C-,Yes
S04731,Math,Adult product should.,2024-11-27,not done,A+, 
S11196,Arabic,Stock face public.,2024-09-18,✅,D,No
S08209,Science,International month their have.,2024-12-17,❌,C,No
S11681,Science,Stock case up.,10/05/2024,❌,C,Yes
S10429,Math,Stop my free.,2024-10-21, Done ,B-, 
S03587,History,Nor PM.,02/05/2025,✔,A,Yes
S09461,Math,Avoid large.,2025-03-05,✔,D,Yes
S01701,English,Main anything.,2024-11-29,✔,A,Yes
S11235,Science,Benefit maintain political.,2025-01-09,❌,A+, 
S09530,Science,Teach.,2025-02-12,✅,A+,No
S04364,Arabic,Long think memory.,12/08/2024,❌,D,Yes
S10017,Arabic,Arrive themselves miss.,01/13/2025,not done,D,No
S08779,History,Floor reveal.,10/12/2024,✅,F, 
S00264,English,Economy.,12/16/2024,✔,A+,Yes
S02911,Math,Cup ahead later.,2024-09-09,✅,B-, 
S11870,Geography,Fly up.,2025-03-05,❌,B-,Yes
S09049,Arabic,Buy success send.,2024-12-20,❌,A,Yes
S01579,History,Director election forward.,2025-01-06,❌,B-, 
S05713,English,Everyone star he avoid.,2024-09-21, Done ,B-,No
S08020,Arabic,Nothing bed late according.,09/22/2024,❌,C, 
S04172,Math,Anyone strong.,02/08/2025,❌,B-,Yes
S02635,Science,Development would there type.,2024-10-24,✔,C,Yes
S07150,History,Ball last hour.,2025-02-02,✅,A, 
S05142,History,Mention morning.,2025-03-03,not done,A+,No
S07886,Arabic,Cover decade difference.,11/17/2024,❌,D,No
S09557,Math,Raise significant.,12/19/2024,❌,C-,No
S04921,Arabic,None pressure prepare.,03/02/2025,✔,C,Yes
S01797,History,Great beautiful.,2025-02-01,✔,B-,No
S08301,Geography,Ok structure.,12/30/2024,pending,A+,No
S07616,English,Authority indeed.,2024-12-26,✔,B,No
S05646,Arabic,Water design which.,2024-09-09,not done,A+,No
S06534,Math,Beat environmental.,10/11/2024, Done ,B-,Yes
S02812,English,Hundred environment.,2024-09-14, Done ,C-,Yes
S03882,History,Book bag.,2025-01-12,not done,F,Yes
S04401,Arabic,Close instead.,2025-03-03,pending,A,No
S07276,Science,Reach hear.,2024-12-12, Done ,A+,No
S04742,Math,Fact either.,2025-02-10, Done ,F, 
S11923,Science,Agent position contain open.,02/05/2025,❌,D,Yes
S05197,Geography,Level enough where.,2024-12-19, Done ,F, 
S05318,Arabic,Sport fish evidence.,2024-10-03,✅,F,No
S08800,Arabic,Left anyone.,2024-12-05,pending,C-,No
S10619,History,Physical base.,2024-11-21,✅,C,Yes
S09086,History,Another continue.,11/01/2024,pending,C,No
S01442,Math,Wall debate enough each.,2024-12-30, Done ,C,Yes
S07483,Math,Affect agent free say.,2024-11-01,✅,D,No
S04382,Arabic,Should hospital across.,2024-12-25, Done ,A,Yes
S06919,History,Republican notice music by.,2024-09-22,✅,F,Yes
S06931,English,Not.,2025-01-23,not done,B-,No
S02361,History,Why big.,2024-09-18,not done,B,No
S09000,Math,Keep necessary none.,2024-10-28,✅,C, 
S08850,History,Society how matter.,2024-12-31,pending,B,No
S01375,Arabic,Picture.,2025-02-24,✔,D,Yes
S01675,Science,Special upon.,2024-11-14,not done,F,Yes
S00233,English,Rather yeah.,2024-09-13,not done,B-, 
S07678,Math,Give away former.,2025-02-21,✅,C-,No
S00758,History,Sing indicate.,02/22/2025,pending,A, 
S05811,Geography,Them memory.,12/04/2024,❌,D,No
S02643,English,Change particularly she.,2024-12-29,not done,D,No
S09697,Science,Window relationship.,2025-01-27,❌,C-,Yes
S03481,Geography,Anything front number.,2024-11-03, Done ,D,Yes
S08869,English,Bad.,01/28/2025,not done,B, 
S00743,Arabic,Might police.,2024-11-24,✔,C,No
S05914,Arabic,Rate recently.,10/28/2024, Done ,A, 
S03390,Science,Send lead.,2025-02-02, Done ,C, 
S06109,History,Future hospital seven.,2024-09-09,❌,A+, 
S11253,Arabic,Research rich.,2025-02-05, Done ,B,No
S10454,History,Mrs likely.,2025-03-09,❌,F,No
S10975,Math,Power cell blue.,2024-11-17,not done,F,Yes
S04090,English,Play prevent.,2024-10-06,✅,C-,Yes
S09201,Science,Same high wonder.,2024-09-23,not done,D, 
S00195,Science,Theory service.,2024-10-26, Done ,C,No
S08667,Geography,Nothing concern into.,2024-12-11, Done ,A+,No
S01404,Math,Dog.,2024-10-06,✔,B, 
S10248,English,Scientist expert.,10/02/2024,❌,A+,No
S09541,Geography,Despite drive suggest.,2025-02-20,not done,A+, 
S06678,Arabic,Allow own make.,2024-09-10,❌,B-,Yes
S04147,Arabic,Agree budget quickly.,2025-02-10,✔,C-,No
S09067,Math,Course its.,2024-11-25,✔,A+,Yes
S11810,Arabic,Meeting weight.,2024-12-11,✔,A+,Yes
S03119,Arabic,Television speech box.,2025-01-19,✅,C,No
S09976,Geography,Truth month.,2025-01-29,pending,A+,Yes
S06713,Geography,Left else word.,2025-02-25,❌,B-, 
S08793,Math,Push.,2025-02-28,not done,B-, 
S11711,Science,Course out science.,2025-01-19,✅,D,Yes
S10075,History,Ago leader rise their.,2024-10-05,pending,A+,No
S03532,Arabic,Trouble wear lose.,2025-02-06, Done ,C,Yes
S12085,English,Number talk itself.,2025-02-08,✅,C-,No
S08402,English,Still throw resource recent.,01/25/2025,pending,B,Yes
S02612,Geography,Draw bank true.,2024-11-22,✅,B-,Yes
S01097,Math,Close defense.,2024-11-02,❌,B, 
S03486,History,Task set.,2025-01-30,✔,C-,Yes
S03877,Math,Coach.,2024-10-09,❌,B,Yes
S11166,Science,Join stop.,2024-11-04,❌,D,Yes
S05871,Math,Candidate upon person.,2025-02-02,pending,A+,No
S07862,History,Political around charge.,2025-01-29,✅,F,No
S09341,Science,Population strong break.,2025-02-19,not done,A,No
S02444,English,Special capital.,2025-02-16,✅,A,No
S01530,English,Court about senior another.,2025-02-26,not done,C-, 
S07275,Science,Hand common.,10/18/2024,✅,B,No
S01622,English,Successful turn.,2024-12-01,✔,A+,No
S05898,Math,Face education.,2025-01-22,❌,A,No
S10328,Science,Say ahead everything.,2024-09-21, Done ,B-,Yes
S11930,Arabic,Billion democratic.,2024-11-07,✔,B, 
S06647,Geography,Coach almost.,2024-09-13,❌,B-,Yes
S01491,History,General she.,2025-02-22,✅,B-,No
S04802,Geography,Kitchen class.,2024-11-12,not done,A, 
S12113,Math,There always.,2024-11-21,pending,B-,No
S04443,History,Phone.,12/21/2024,✔,C-, 
S06450,History,House environmental on.,2025-02-26,✔,A+,No
S07226,Arabic,Mother far.,2024-10-27,✔,C-,No
S06766,Geography,Own key stock.,2025-01-12,❌,B-,No
S05674,Arabic,Such those.,2024-12-30, Done ,B-,No
S01962,Geography,Knowledge property court.,2025-03-05,❌,C, 
S09223,English,Man education.,2024-09-13, Done ,F,No
S05894,History,Nation cell itself.,2024-09-08,not done,C-,Yes
S11949,Arabic,Feeling turn sell hundred.,2025-01-24,not done,D,No
S00114,Geography,Paper maybe assume.,2025-02-24,pending,A+,No
S08562,Science,Former almost big.,10/10/2024,not done,D,Yes
S04934,History,Phone board.,2024-12-23,❌,C-,Yes
S10693,Arabic,All yes family.,2024-10-02,pending,F,Yes
S03563,Geography,Pick left up.,01/23/2025,pending,D,No
S00273,English,Single rather.,02/04/2025,not done,C, 
S11905,Math,Pressure month.,01/21/2025,✅,C,Yes
S10257,Science,Head focus.,2024-11-28,not done,A, 
S00743,Science,Next visit western.,2024-12-05, Done ,C,Yes
S11862,Geography,Benefit summer.,11/28/2024, Done ,A, 
S09686,Math,Full.,2024-09-26,❌,A+, 
S11487,History,Soon poor.,2024-12-11,✅,C,Yes
S00682,Arabic,Different visit.,2024-12-12,✔,A, 
S05157,Geography,Not attack matter.,2024-12-16,✔,F, 
S01340,History,Card describe.,10/14/2024,✔,C-, 
S01493,Arabic,Strong race prove.,09/16/2024,pending,A,No
S10228,Geography,Find dinner.,2024-11-30,✔,C-,No
S05397,Math,Example article lose.,2024-11-12,not done,F,No
S04940,English,Hotel like.,2025-02-05, Done ,D, 
S12033,Math,Discussion but name.,2024-11-07, Done ,A+, 
S11513,Math,Watch his.,11/25/2024,✅,D, 
S12103,Geography,Raise none.,2024-12-05,not done,B-, 
S03375,Science,Certainly too hope.,12/26/2024,✔,F,Yes
S05323,Geography,Service lawyer.,2024-11-29,✔,B-,Yes
S01123,Geography,Most animal general.,2024-10-27, Done ,D,Yes
S09598,English,Building American view.,2024-11-04,pending,F,No
S08793,Math,During.,2025-02-25,✔,D,Yes
S04916,Arabic,Nor research.,2024-10-14,✔,C,Yes
S01108,English,Actually although their.,2025-03-09,not done,F,Yes
S06859,Arabic,Explain head left.,2025-01-27,✔,C,No
S11476,Science,Line traditional stock.,2025-03-07,✔,D,Yes
S06539,Science,On mention whose ground.,2024-11-08,✅,C-,Yes
S10584,Arabic,Order fire.,2024-10-31,✅,F, 
S09530,Math,Writer.,11/14/2024,❌,D,No
S03752,Math,Walk individual.,2025-03-07,✔,B, 
S08365,Geography,Reason crime conference act.,2025-01-23,✅,B-,Yes
S00936,English,Inside several loss.,09/18/2024, Done ,B,Yes
S07706,Geography,Future.,01/06/2025,not done,A+,Yes
S08238,Math,Cultural number.,2024-12-19,pending,D,Yes
S04966,History,Ago head.,10/15/2024,not done,D,No
S09189,Math,Visit commercial structure what.,2024-11-26,✔,B,No
S09233,Math,So chance team.,12/15/2024, Done ,F, 
S09205,Math,Design energy around.,10/14/2024,not done,C, 
S04536,English,Store car by.,11/18/2024,not done,F, 
S00155,Geography,Store become.,2024-10-09,✔,B,No
S06127,Science,Pm.,2025-02-10,❌,A,No
S07982,Science,Win fund.,2025-02-24,not done,A,Yes
S06484,English,Drop.,2025-02-27, Done ,A,No
S06996,English,Cost item miss.,11/03/2024, Done ,C,Yes
S04512,Geography,Keep find.,2025-03-02,pending,D,Yes
S11548,Arabic,Anyone coach.,2025-02-11,pending,F,No
S01680,Math,Nearly technology.,09/15/2024,not done,C,Yes
S05040,Geography,Cell same movie.,01/03/2025, Done ,B-,No
S11330,Geography,Little rise.,2025-01-31,❌,C-,No
S03485,Arabic,Purpose professor.,2024-12-14,✔,A+,Yes
